None,coid,mdate,key3,district_id,district,tsign,tsign_fg,location,road_fg,coord_x,coord_y,land,build,berth,land_area,zoning,zoning_fg,ncity_z,ncity_z_fg,land_use,land_use_fg,rent_floor,rent_up_ll,rent_single,tot_floor,top_floor,bstate,bstate_fg,mainuse,mainuse_fg,matl,matl_fg,build_dd,room_age,build_area,room,hall,health,compart,mgt_com,furn,berth_tp,berth_tp_fg,berth_area,tot_prc,unit_prc,berth_prc,rmk,ann_date,abnorm_td,abnorm_loc,abnorm_prc
71,B,2020-11-05 00:00:00+00:00,RPSNMLOLJIPFFHB78CC,潭子區,427,土地,A,大富段31~60地號,,24.234627,120.689014,1,0,0,659.43,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,9.5,0.0,0.0,上有未保存登記廠房連同出租,2021-01-12 00:00:00+00:00,,,
72,B,2020-11-06 00:00:00+00:00,RPQQMLNKJIPFFCB18CC,西屯區,407,土地,A,鑫大鵬段151~180地號,,24.177235,120.663155,1,0,0,103.56,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.6,0.0,0.0,,2021-01-05 00:00:00+00:00,,,
73,B,2020-11-30 00:00:00+00:00,RPUOMLLKKIPFFCB28CC,南屯區,408,土地,A,永春段241~270地號,,24.14029,120.63244,1,0,0,87.85,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.6,0.1,0.0,,2021-02-01 00:00:00+00:00,,,
74,B,2020-12-01 00:00:00+00:00,RPXPMLOKKIPFFAB88DC,東區,401,土地,A,復興段五小段1~30地號,,24.137138,120.68701,4,0,0,51.43,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,1,0,0,Y,N,,,,0.0,5.4,0.1,0.0,含增建或未登記建物。;外牆作為廣告使用。;,2021-02-01 00:00:00+00:00,,,
75,B,2020-12-04 00:00:00+00:00,第1~2年每月租金柒萬,潭子區,427,土地,A,僑忠段541~570地號,,24.205753,120.698028,1,0,0,90.75,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.0,0.1,0.0,地上物廠房約250坪,2021-02-11 00:00:00+00:00,,,
76,B,2020-12-05 00:00:00+00:00,RPPNMLMKKIPFFDB87CC,豐原區,420,土地,A,翁明段1~30地號,,24.259588,120.726547,1,0,0,42.38,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.1,0.0,有未辦保存登記貳層樓房壹棟,2021-02-01 00:00:00+00:00,,,
77,B,2020-12-21 00:00:00+00:00,RPWPMLLLKIPFFDB88DC,豐原區,420,土地,A,龍宮段841~870地號,,24.262186,120.719133,1,0,0,12.2,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,1,0,0,Y,N,,,,0.0,1.2,0.1,0.0,地上有未辦保存登記建物壹棟,2021-02-11 00:00:00+00:00,,,
78,B,2020-12-23 00:00:00+00:00,RPORMLSJJHGGFCB57CC,西屯區,407,土地,A,下石碑段1981~2010地號,,24.173207,120.658824,1,0,0,67.76,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.1,0.0,土地上有未保存登記房屋,2021-02-21 00:00:00+00:00,,,
79,B,2020-12-31 00:00:00+00:00,RPVNMLOJJHGGFIB08CC,烏日區,414,土地,A,螺潭段931~960地號,,24.064413,120.639587,1,0,0,484.91,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.5,0.0,0.0,含增建或未登記建物。;,2021-02-21 00:00:00+00:00,,,
80,B,2020-12-31 00:00:00+00:00,RPXQMLSKJHGGFCB48CC,西屯區,407,土地,A,安林段241~270地號,,,,1,0,0,1068.06,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.8,0.0,0.0,,2021-03-01 00:00:00+00:00,,,
81,B,2021-01-05 00:00:00+00:00,RPTNMLMJKHGGFDB27CC,豐原區,420,土地,A,東湳段661~690地號,,24.260839,120.722178,1,0,0,295.03,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,,2021-03-21 00:00:00+00:00,,,
82,B,2021-02-03 00:00:00+00:00,RPSNMLOJKHGGFIB97DC,大里區,412,土地,A,大孝段1~30地號,,24.109184,120.679523,1,0,0,236.56,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,25.0,0.1,0.0,含增建或未登記建物。;建物無保存登記,2021-03-21 00:00:00+00:00,,,
83,B,2021-02-04 00:00:00+00:00,RPPRMLMLKHGGFCB37CC,西屯區,407,土地,A,上石碑段2161~2190地號,,24.170026,120.643366,3,0,0,315.21,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,45.0,0.1,0.0,,2021-04-13 00:00:00+00:00,,,
84,B,2021-02-04 00:00:00+00:00,RPTQMLSJKHGGFCB08CC,南屯區,408,土地,A,豐富段271~300地號,,24.132689,120.647437,1,0,0,86.79,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.1,0.0,含增建或未登記建物。;,2021-03-21 00:00:00+00:00,,,
85,B,2021-02-06 00:00:00+00:00,套房,大雅區,428,土地,A,四德段511~540地號,,24.214152,120.653813,2,0,0,14.28,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.7,0.0,0.0,未登記建物,2021-04-01 00:00:00+00:00,,,
86,B,2021-02-08 00:00:00+00:00,RPVQMLMLKHGGFCB87CC,西屯區,407,土地,A,鑫大鵬段91~120地號,,24.179074,120.663991,1,0,0,45.43,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.1,0.0,,2021-04-13 00:00:00+00:00,,,
87,B,2021-02-09 00:00:00+00:00,RPPOMLMJLHGGFHB57DC,大雅區,428,土地,A,自立段2131~2160地號,,24.205377,120.639145,1,0,0,300.08,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.2,0.0,0.0,含增建或未登記建物。；承租未保存鐵皮建物約300坪,2021-04-21 00:00:00+00:00,,,
88,B,2021-02-23 00:00:00+00:00,RPSPMLOLKHGGFCB67CC,西屯區,407,土地,A,民安段1861~1890地號,,24.186245,120.610763,1,0,0,471.81,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,17.1,0.0,0.0,含增建或未登記建物。；廠房建物面積約為288坪。,2021-04-13 00:00:00+00:00,,,
89,B,2021-03-01 00:00:00+00:00,RPQNMLLKLHGGFHB47CC,大雅區,428,土地,A,六雅段1351~1380地號,,24.239324,120.631555,2,0,0,38.51,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.6,0.1,0.0,含未登記建物3層樓透天,2021-05-01 00:00:00+00:00,,,
90,B,2021-03-01 00:00:00+00:00,RPWPMLQKLHGGFBB18CC,北屯區,406,土地,A,南興段1~30地號,,24.181932,120.710299,1,0,0,433.53,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,17.3,0.0,0.0,,2021-05-01 00:00:00+00:00,,,
91,B,2021-03-01 00:00:00+00:00,RPXPMLQKLHGGFBB28CC,北屯區,406,土地,A,南興段1~30地號,,24.181932,120.710299,1,0,0,91.78,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.1,0.1,0.0,,2021-05-01 00:00:00+00:00,,,
92,B,2021-03-04 00:00:00+00:00,RPOOMLOKMHGGFIB87CC,大里區,412,土地,A,大孝段1~30地號,,24.109184,120.679523,1,0,0,190.08,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.1,0.0,,2021-06-02 00:00:00+00:00,,,
93,B,2021-03-08 00:00:00+00:00,RPPOMLQLLHGGFBB47CC,北屯區,406,土地,A,和平段301~330地號,,24.174881,120.728107,1,0,0,322.79,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.5,0.0,0.0,1.施工期8個月不計租金110/12/1起算租金2.1~5年租金650003.6~10年租金710004.11~15年租金78000,2021-05-13 00:00:00+00:00,,,
94,B,2021-03-13 00:00:00+00:00,RPRNMLQKLHGGFHB08CC,大雅區,428,土地,A,清雅段181~210地號,,24.226193,120.616037,1,0,0,30.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,含未登記建物平房,2021-05-01 00:00:00+00:00,,,
95,B,2021-03-19 00:00:00+00:00,RPWPMLLLMHGGFAB77CC,西區,403,土地,A,後壟子段241~270地號,,24.151255,120.665,1,0,0,29.04,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,9.0,0.3,0.0,,2021-06-11 00:00:00+00:00,,,
96,B,2021-03-26 00:00:00+00:00,RPTPMLQLLHGGFAB87CC,東區,401,土地,A,旱溪段181~210地號,,24.128345,120.696992,1,0,0,29.04,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,5,0,0,Y,N,,,,0.0,2.2,0.1,0.0,,2021-05-13 00:00:00+00:00,,,
97,B,2021-03-30 00:00:00+00:00,RPPNMLTLOHGGFHB58CC,潭子區,427,土地,A,東寶二段1165-1地號,,,,0,0,0,79.86,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.1,0.0,含增建或未登記建物。；自110年04月01日起至117年03年31日，每月租金新台幣伍萬伍仟元整。自117年04月01日起至119年03月31日，每月租金陸萬零伍佰元整。,2021-08-11 00:00:00+00:00,,,
98,B,2021-03-31 00:00:00+00:00,RPWNMLLLMHGGFHB28CC,潭子區,427,土地,A,東寶二段1201~1230地號,,24.212349,120.691595,1,0,0,30.25,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.2,0.0,含增建或未登記建物。；,2021-06-11 00:00:00+00:00,,,
99,B,2021-04-01 00:00:00+00:00,RPPOMLTJMHGGFIB48DC,大里區,412,土地,A,仁城段151~180地號,,24.092746,120.707815,2,0,0,1311.55,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,24.5,0.0,0.0,,2021-05-21 00:00:00+00:00,,,
100,B,2021-04-06 00:00:00+00:00,RPXQMLRLMHGGFHB66CC,大雅區,428,土地,A,清雅段451~480地號,,24.220026,120.615575,2,0,0,162.49,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.4,0.0,0.0,,2021-06-11 00:00:00+00:00,,,
101,B,2021-04-09 00:00:00+00:00,RPPNMLNKMHGGFAB96CC,南區,402,土地,A,下橋子頭段151~180地號,,24.128984,120.66383,1,0,0,103.76,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,建國南路二段23號《建物無保存登記》廠房,2021-06-02 00:00:00+00:00,,,
102,B,2021-04-09 00:00:00+00:00,RPTRMLMKMHGGFBB77CC,北區,404,土地,A,東義段91~120地號,,24.171504,120.677326,1,0,0,315.21,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,1,0,0,Y,N,,,,0.0,25.0,0.1,0.0,,2021-06-02 00:00:00+00:00,,,
103,B,2021-04-13 00:00:00+00:00,RPTOMLQKMHGGFDB08CC,豐原區,420,土地,A,一心段331~360地號,,24.247687,120.707145,3,0,0,106.37,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.1,0.0,含增建或未登記建物。；,2021-06-02 00:00:00+00:00,,,
104,B,2021-04-13 00:00:00+00:00,RPTOMLSLMHGGFAB08CC,西區,403,土地,A,民生段五小段1~30地號,,24.13424,120.677585,2,0,0,23.29,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.1,0.0,,2021-06-11 00:00:00+00:00,,,
105,B,2021-04-16 00:00:00+00:00,RPSOMLKLMHGGFHB87CC,大雅區,428,土地,A,自立段1261~1290地號,,,,1,0,0,75.02,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,未登記廠房含增建,2021-06-02 00:00:00+00:00,,,
106,B,2021-04-23 00:00:00+00:00,RPWPMLOJNHGGFBB08CC,北屯區,406,土地,A,美和段181~210地號,,,,1,0,0,490.84,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,22.1,0.0,0.0,租金每月新台幣貳拾貳萬零伍佰元整含稅。自110年6月1日至110年6月30日為免租金籌備期。,2021-06-21 00:00:00+00:00,,,
107,B,2021-04-26 00:00:00+00:00,RPRNMLRLMHGGFKB68CC,龍井區,434,土地,A,忠和段691~720地號,,24.215302,120.516299,2,0,0,771.98,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,Y,,,,0.0,17.5,0.0,0.0,含增建或未登記建物。；出租土地坪數為建物使用坪數，約為515坪建物未保存登記,2021-06-11 00:00:00+00:00,,,
108,B,2021-05-01 00:00:00+00:00,RPPNMLMJNHGGFAB86CC,西區,403,土地,A,後壟子段181~210地號,,24.150064,120.669046,6,0,0,45.07,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.1,0.0,,2021-06-21 00:00:00+00:00,,,
109,B,2021-05-20 00:00:00+00:00,RPSNMLPKOHGGFCB87CC,西屯區,407,土地,A,東林段654地號,,24.196522,120.624614,1,0,0,142.18,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.0,0.0,0.0,含增建或未登記建物。；,2021-08-05 00:00:00+00:00,,,
110,B,2021-05-26 00:00:00+00:00,RPXNMLRKOHHGFFB98CC,清水區,436,土地,A,武秀段1020地號,,,,1,0,0,13.61,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.1,0.0,,2022-08-03 00:00:00+00:00,,,
111,B,2021-05-28 00:00:00+00:00,RPUPMLLKOHGGFAB67CC,東區,401,土地,A,復興段四小段6-71地號,,,,0,0,0,13.01,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.7,0.1,0.0,,2021-08-05 00:00:00+00:00,,,
112,B,2021-06-09 00:00:00+00:00,RPRNMLSLOHGGFDB38DC,神岡區,429,土地,A,三角東段1627地號,,,,0,0,0,105.46,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。；,2021-08-11 00:00:00+00:00,,,
113,B,2021-06-23 00:00:00+00:00,RPOOMLNLOHGGFKB28CC,龍井區,434,土地,A,龍津段635地號,,24.207932,120.515924,0,0,0,680.63,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,Y,,,,0.0,7.5,0.0,0.0,,2021-08-11 00:00:00+00:00,,,
114,B,2021-06-26 00:00:00+00:00,RPQNMLSLOHGGFKB88CC,大肚區,432,土地,A,大東段382地號,,24.149135,120.544612,0,0,0,15.22,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.4,0.1,0.0,,2021-08-11 00:00:00+00:00,,,
115,B,2021-07-01 00:00:00+00:00,RPQNMLMJPHGGFIB97CC,烏日區,414,土地,A,北里段591地號,,24.048628,120.656519,0,0,0,475.08,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.2,0.0,0.0,含增建或未登記建物。；,2021-08-21 00:00:00+00:00,,,
116,B,2021-07-18 00:00:00+00:00,RPVNMLKLPHGGFCB87CC,南屯區,408,土地,A,永富段251地號,,24.149362,120.627898,1,0,0,153.52,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.1,0.0,租賃期間含免租金裝潢期。,2021-09-01 00:00:00+00:00,,,
117,B,2021-07-21 00:00:00+00:00,RPQOMLMJQHGGFBB47CC,北屯區,406,土地,A,敦和段248地號,,,,1,0,0,461.93,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,18.0,0.0,0.0,,2021-09-21 00:00:00+00:00,,,
118,B,2021-07-26 00:00:00+00:00,RPQNMLRLPHGGFKB88CC,大肚區,432,土地,A,福利段42地號,,,,1,0,0,12.02,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.1,0.0,含增建或未登記建物。；,2021-09-11 00:00:00+00:00,,,
119,B,2021-07-26 00:00:00+00:00,RPVPMLQLPHGGFBB58CC,北屯區,406,土地,A,松茂段649地號,,,,1,0,0,45.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.6,0.1,0.0,鐵皮屋建造使用倉儲,2021-09-11 00:00:00+00:00,,,
120,B,2021-07-29 00:00:00+00:00,RPVOMLSKQHGGFCB78CC,南屯區,408,土地,A,永富段512地號,,,,2,0,0,419.63,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,19.0,0.0,0.0,租賃期限:自民國110.07.29起至126.06.30。民國110.07.29至111.06.30約計11個月3日期間為「興建期」免收月租金，惟於本契約中仍定義為「收租年度」。雙方並應辦理租約公證，公證費用均由雙方負擔各1/2。押租金為兩個,2021-10-01 00:00:00+00:00,,,
121,B,2021-07-30 00:00:00+00:00,RPSNMLOJQHGGFHB38CC,潭子區,427,土地,A,栗林段1263-1地號,,,,1,0,0,144.54,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,地上有未登記建物廠房,2021-09-21 00:00:00+00:00,,,
122,B,2021-08-05 00:00:00+00:00,RPQOMLNJRHGGFDB97DC,豐原區,420,土地,A,豐年段288地號,,,,1,0,0,36.92,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,3,0,0,Y,N,,,,0.0,0.8,0.0,0.0,含增建或未登記建物。；台中市豐原區豐年路261巷33號,2021-10-21 00:00:00+00:00,,,
123,B,2021-08-05 00:00:00+00:00,RPSOMLOLQHGGFCB18CC,西屯區,407,土地,A,廣昌段9地號,,,,1,0,0,200.26,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.3,0.0,0.0,含未登記廠辦2層樓房屋面積約130坪,2021-10-11 00:00:00+00:00,,,
124,B,2021-08-08 00:00:00+00:00,RPVNMLNKQHGGFHB68CC,大雅區,428,土地,A,六雅段1032地號,,,,1,0,0,25.94,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.1,0.0,地上有未登記建物3層樓透天4房2廳2衛,2021-10-01 00:00:00+00:00,,,
125,B,2021-08-09 00:00:00+00:00,RPXNMLSJRHGGFCB88CC,南屯區,408,土地,A,新富段52地號,,,,2,0,0,858.2,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,30.8,0.0,0.0,114年6月1日至117年5月31日，每月每坪租金360元。117年6月1日至120年5月31日，每月每坪租金410元。120年6月1日至123年5月31日，每月每坪租金440元。,2021-10-21 00:00:00+00:00,,,
126,B,2021-08-22 00:00:00+00:00,RPRNMLOLQHGGFDB08CC,豐原區,420,土地,A,萬年段1088地號,,,,2,0,0,36.34,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.6,0.1,0.0,含未登記透天厝壹樓約120平方公尺貳樓約120平方公尺頂樓約40平方公尺,2021-10-11 00:00:00+00:00,,,
127,B,2021-08-27 00:00:00+00:00,RPUOMLNJRHGGFDB28CC,神岡區,429,土地,A,厚生段4-1地號,,,,1,0,0,100.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.0,0.0,含增建或未登記建物。；承租面積依現場量測約100坪,2021-10-21 00:00:00+00:00,,,
128,B,2021-09-14 00:00:00+00:00,RPXPMLRKRHGGFIB07CC,烏日區,414,土地,A,重建段185地號,,,,1,0,0,88.33,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。；五光路復光三巷115號後方搭建之鐵皮屋，使用室內坪數約70坪,2021-11-01 00:00:00+00:00,,,
129,B,2021-09-20 00:00:00+00:00,RPOQMLTLRHGGFCB58CC,西屯區,407,土地,A,福星段423地號,,,,3,0,0,282.59,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,16.5,0.1,0.0,前八個月租金優惠。租金調漲：每4年調幅3%，累加至租期屆止。,2021-11-11 00:00:00+00:00,,,
130,B,2021-09-28 00:00:00+00:00,RPWNMLSLRHGGFDB09CC,豐原區,420,土地,A,博愛段375地號,,,,1,0,0,25.41,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,4,0,0,Y,N,,,,0.0,2.0,0.1,0.0,含增建或未登記建物。；,2021-11-11 00:00:00+00:00,,,
131,B,2021-09-30 00:00:00+00:00,RPRQMLNKIIGGFAB17CC,東區,401,土地,A,旱溪段190-40地號,,,,1,0,0,33.88,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.1,0.0,,2021-12-01 00:00:00+00:00,,,
132,B,2021-10-01 00:00:00+00:00,RPUNMLQJIIGGFDB67CC,豐原區,420,土地,A,建成段436地號,,,,1,0,0,41.45,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.1,0.0,含增建或未登記建物。；,2021-11-22 00:00:00+00:00,,,
133,B,2021-10-10 00:00:00+00:00,RPXPMLNKIIGGFBB77CC,北屯區,406,土地,A,大榮段623地號,,,,3,0,0,1646.85,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,,2021-12-01 00:00:00+00:00,,,
134,B,2021-10-12 00:00:00+00:00,RPQQMLOJJIGGFAB17CC,西區,403,土地,A,後壟子段191-13地號,,,,2,0,0,12.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.8,0.0,特別約定：甲乙雙方協議同意，本約與乙方所簽立之台中市西區後土龍子段184、184-2地號土地租約均完成簽約時，始生效力。二份租約有聯立之關係，若任一租約有無效、解除或終止之情事，而有影響甲方租賃目的使用時，甲,2021-12-24 00:00:00+00:00,,,
135,B,2021-10-16 00:00:00+00:00,RPSNMLMLIIGGFHB67CC,大雅區,428,土地,A,大榮段178地號,,,,1,0,0,41.54,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.8,0.1,0.0,,2021-12-13 00:00:00+00:00,,,
136,B,2021-10-18 00:00:00+00:00,RPVRMLLLIIGGFIB38CC,大里區,412,土地,A,成功段1430地號,,,,1,0,0,12.33,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.1,0.1,0.0,,2021-12-13 00:00:00+00:00,,,
137,B,2021-10-21 00:00:00+00:00,RPSOMLMLIIGGFAB07CC,中區,400,土地,A,中墩段一小段1-6地號,,,,6,0,0,91.36,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,,2021-12-13 00:00:00+00:00,,,
138,B,2021-10-29 00:00:00+00:00,RPPNMLMLJIGGFHB47CC,大雅區,428,土地,A,自強段1426地號,,,,1,0,0,844.28,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.0,0.0,含增建或未登記建物。；,2022-01-11 00:00:00+00:00,,,
139,B,2021-10-31 00:00:00+00:00,RPWRMLLKJIGGFBB77CC,北屯區,406,土地,A,北屯段29-16地號,,,,1,0,0,15.43,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.1,0.1,0.0,含增建或未登記建物。；租賃期間含免租金裝潢期。土地上有未保存登記建物作倉庫使用。,2022-01-01 00:00:00+00:00,,,
140,B,2021-11-03 00:00:00+00:00,RPOOMLTKJIGGFCB57CC,西屯區,407,土地,A,鑫大鵬段174地號,,,,1,0,0,103.56,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,續租。；,2022-01-01 00:00:00+00:00,,,
141,B,2021-11-04 00:00:00+00:00,RPSNMLLKJIGGFDB17CC,豐原區,420,土地,A,西湳北段911-9地號,,,,2,0,0,443.36,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,有未辦保存登記之鐵棟乙棟當倉庫使用,2022-01-01 00:00:00+00:00,,,
142,B,2021-11-05 00:00:00+00:00,RPQNMLPLJIGGFDB47CC,神岡區,429,土地,A,圳前段848地號,,,,1,0,0,392.77,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,14.5,0.0,0.0,籌設社區式長照機構+居家服務辦公室樓地板面積495平方公尺,2022-01-11 00:00:00+00:00,,,
143,B,2021-11-09 00:00:00+00:00,RPVQMLNLJIGGFIB58CC,大里區,412,土地,A,仁城段205地號,,,,1,0,0,60.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.4,0.1,0.0,含增建或未登記建物。；承租地坪60坪，上有一未登記建物40坪,2022-01-11 00:00:00+00:00,,,
144,B,2021-11-10 00:00:00+00:00,RPOPMLPKJIGGFIB87CC,霧峰區,413,土地,A,霧峰段北溝小段45-440地號,,,,1,0,0,48.1,,,山坡地保育區,15,丙種建築用地,03,,0,N,0,N,其他,99,,,,,,,0.0,3,0,0,Y,N,,,,0.0,1.6,0.0,0.0,,2022-01-01 00:00:00+00:00,,,
145,B,2021-11-11 00:00:00+00:00,RPROMLMJKIGGFDB27CC,豐原區,420,土地,A,東湳北段622地號,,,,2,0,0,807.34,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.0,0.0,,2022-01-21 00:00:00+00:00,,,
